commit type,hunks count
Normal,7
Normal,1
Normal,1
Normal,3
Normal,1
Normal,23
Normal,2
Normal,5
Normal,3
Normal,1
Normal,2
Normal,1
Normal,3
Multi-lang,133
Normal,5
Normal,29
Multi-lang,5
Normal,2
Multi-lang,12
Normal,4
Normal,1
Normal,2
Normal,1
Normal,1
Multi-lang,54
Normal,4
Normal,1
Normal,3
Normal,1
Normal,1
Multi-lang,53
Normal,50
Normal,16
Normal,3
Normal,26
Multi-lang,12
Normal,5
Normal,4
Multi-lang,18
Normal,1
Multi-lang,15
Multi-lang,25
Multi-lang,21
Normal,18
Normal,16
Multi-lang,21
Multi-lang,11
Normal,1
Normal,2
Normal,1
Normal,86
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,4
Normal,1
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,1
Normal,1
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,49
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,1
Multi-lang,2
Normal,21
Multi-lang,10
Normal,22
Normal,1
Multi-lang,17
Normal,3
Multi-lang,30
Normal,22
Multi-lang,15
Normal,33
Normal,2
Normal,1
Normal,524
Multi-lang,29
Normal,136
Normal,27
Multi-lang,10
Normal,2
Normal,10
Multi-lang,6
Multi-lang,18
Normal,12
Normal,21
Multi-lang,8
Normal,2
Normal,1
Normal,3
Normal,3
Normal,2
Normal,4
Normal,3
Normal,7
Normal,40
Normal,12
Normal,36
Multi-lang,36
Normal,4
Normal,9
Normal,1
Multi-lang,24
Normal,2
Normal,5
Normal,4
Normal,1
Normal,1
Normal,1
Normal,32
Normal,2
Multi-lang,5
Normal,1
Multi-lang,8
Normal,30
Normal,9
Normal,4
Normal,4
Normal,1
Normal,6
Normal,6
Normal,6
Normal,1
Normal,1
Normal,1
Normal,36
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,1
Multi-lang,2
Multi-lang,2
Multi-lang,6
Normal,3
Normal,3
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,23
Normal,319
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,3
Normal,2
Normal,295
Normal,1
Multi-lang,18
Normal,17
Normal,7
Multi-lang,18
Multi-lang,12
Normal,3
Multi-lang,9
Normal,3
Normal,17
Normal,1
Multi-lang,10
Normal,4
Normal,6
Normal,2
Normal,22
Multi-lang,2
Multi-lang,2
Multi-lang,4
Normal,3
Normal,1
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,17
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,3
Normal,6
Normal,7
Multi-lang,18
Multi-lang,17
Multi-lang,7
Multi-lang,109
Normal,5
Multi-lang,107
Multi-lang,4
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,3
Multi-lang,3
Multi-lang,8
Multi-lang,17
Multi-lang,4
Normal,1
Multi-lang,5
Normal,1
Normal,24
Multi-lang,29
Normal,2
Normal,1
Normal,1
Normal,4
Normal,2
Normal,2
Normal,1
Normal,1
Normal,1
Normal,33
Normal,277
Normal,276
Normal,277
Normal,3
Multi-lang,4
Multi-lang,7
Normal,56
Normal,1
Normal,1
Normal,4
Normal,3
Normal,1
Normal,1
Normal,1
Normal,1
Normal,3
Multi-lang,7
Normal,6
Normal,2
Normal,53
Multi-lang,6
Normal,2
Multi-lang,5
Normal,16
Normal,4
Normal,4
Normal,1
Multi-lang,3
Multi-lang,13
Normal,7
Normal,8
Normal,1
Normal,1
Normal,2
Normal,3
Normal,1
Normal,2
Normal,5
Normal,1
Normal,3
Normal,194
Normal,19
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,1
Normal,9
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Multi-lang,3
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,3
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,2
Normal,51
Normal,51
Normal,1
Multi-lang,2
Multi-lang,3
Multi-lang,2
Multi-lang,2
Normal,1
Normal,1
Multi-lang,2
Multi-lang,2
Multi-lang,4
Normal,1
Multi-lang,2
Normal,1
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,1
Normal,1
Multi-lang,6
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,5
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,4
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,1
Normal,1
Multi-lang,2
Normal,4
Normal,3
Multi-lang,6
Normal,2
Multi-lang,4
Normal,5
Normal,4
Multi-lang,20
Normal,2
Multi-lang,11
Multi-lang,10
Normal,1
Multi-lang,5
Normal,5
Multi-lang,17
Normal,2
Normal,2
Normal,3
Normal,1
Normal,12
Multi-lang,9
Normal,5
Normal,8
Normal,10
Normal,334
Normal,1
Normal,2
Normal,1
Normal,1
Normal,2
Normal,2
Multi-lang,2
Multi-lang,6
Normal,1
Multi-lang,7
Normal,3
Normal,2
Multi-lang,9
Multi-lang,8
Multi-lang,7
Normal,1
Normal,21
Multi-lang,20
Multi-lang,10
Normal,2
Normal,4
Normal,1
Normal,1
Multi-lang,6
Normal,9
Multi-lang,111
Multi-lang,36
Multi-lang,35
Normal,6
Multi-lang,17
Normal,1
Normal,2
Multi-lang,5
Normal,2
Normal,2
Multi-lang,62
Normal,1
Normal,3
Normal,2
Normal,1
Normal,2
Multi-lang,34
Normal,1
Multi-lang,24
Normal,19
Multi-lang,16
Normal,5
Multi-lang,16
Normal,1
Normal,1
Normal,3
Normal,1
Multi-lang,9
Multi-lang,48
Normal,8
Multi-lang,11
Normal,212
Normal,13
Normal,204
Multi-lang,24
Multi-lang,24
Normal,6
Multi-lang,8
Normal,191
Normal,3
Multi-lang,188
Normal,5
Multi-lang,9
Normal,1
Multi-lang,12
Normal,138
Normal,137
Multi-lang,11
Normal,3
Normal,3
Normal,118
Multi-lang,13
Multi-lang,9
Normal,1
Normal,115
Normal,125
Multi-lang,12
Normal,2
Normal,2
Normal,5
Normal,2
Normal,1
Multi-lang,2
Normal,1
Multi-lang,9
Normal,5
Normal,72
Normal,66
Normal,68
Normal,2
Normal,19
Normal,1
Multi-lang,2
Multi-lang,5
Multi-lang,2
Multi-lang,2
Normal,5
Multi-lang,20
Multi-lang,3
Normal,11
Normal,32
Multi-lang,23
Normal,11
Normal,14
Normal,4
Multi-lang,3
Normal,1
Multi-lang,2
Normal,3
Normal,29
Multi-lang,4
Multi-lang,27
Normal,12
Multi-lang,19
Normal,2
Normal,18
Multi-lang,19
Normal,11
Multi-lang,11
Multi-lang,435
Normal,434
Multi-lang,2
Normal,5
Normal,50
Normal,8
Normal,8
Normal,8
Normal,8
Normal,17
Normal,6
Normal,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,40
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,1
Normal,1
Multi-lang,2
Normal,30
Normal,1
Normal,28
Multi-lang,2
Multi-lang,28
Normal,25
Multi-lang,20
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,6
Multi-lang,2
Normal,3
Multi-lang,3
Normal,3
Normal,1
Normal,1
Normal,0
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Multi-lang,2
Normal,4
Normal,2
Normal,2
Multi-lang,4
Normal,165
Normal,1
Normal,1
Normal,4
Normal,155
Normal,3
Normal,1
Multi-lang,2
Normal,1
Normal,6
Normal,1
Multi-lang,3
Multi-lang,2
Multi-lang,5
Normal,8
Normal,0
Multi-lang,5
Multi-lang,3
Normal,2
Normal,8
Normal,7
Normal,3
Multi-lang,2
Multi-lang,4
Multi-lang,4
Normal,1
Multi-lang,2
Multi-lang,2
Normal,3
Multi-lang,15
Normal,3
Normal,8
Multi-lang,6
Normal,2
Normal,4
Normal,2
Normal,2
Multi-lang,14
Multi-lang,7
Normal,1
Normal,3
Multi-lang,14
Normal,8
Multi-lang,11
Normal,2
Multi-lang,13
Normal,75
Normal,1
Multi-lang,75
Normal,1
Normal,1
Normal,3
Normal,70
Multi-lang,67
Normal,15
Normal,3
Normal,4
Normal,16
Multi-lang,15
Normal,1
Normal,1
Multi-lang,14
Multi-lang,12
Multi-lang,6
Multi-lang,5
Normal,2
Multi-lang,19
Multi-lang,21
Normal,2
Multi-lang,13
Normal,4
Normal,1
Multi-lang,31
Normal,1
Normal,1
Normal,2
Normal,5
Multi-lang,16
Multi-lang,5
Normal,2
Normal,1
Normal,3
Multi-lang,4
Normal,126
Normal,1
Normal,1
Normal,2
Normal,2
Normal,1
Normal,2
Normal,1
Normal,1
Normal,1
Normal,4
Normal,2
Normal,1
Normal,2
Normal,2
Normal,3
Normal,3
Multi-lang,14
Normal,1
Multi-lang,14
Multi-lang,8
Multi-lang,18
Normal,17
Multi-lang,11
Normal,40
Normal,1
Multi-lang,3
Normal,11
Normal,2
Normal,5
Normal,1
Normal,6
Multi-lang,11
Normal,1
Multi-lang,7
Normal,13
Multi-lang,12
Normal,1
Normal,16
Multi-lang,21
Multi-lang,28
Normal,31
Normal,2
Normal,18
Normal,20
Normal,11
Multi-lang,5
Normal,3
Normal,2
Normal,1
Normal,3
Multi-lang,3
Normal,129
Multi-lang,16
Normal,1
Normal,1
Multi-lang,2
Multi-lang,2
Multi-lang,4
Normal,1
Normal,1
Multi-lang,4
Multi-lang,11
Normal,1
Multi-lang,14
Normal,20
Normal,5
Normal,16
Multi-lang,33
Multi-lang,22
Normal,1
Normal,18
Normal,2
Normal,2
Normal,3
Multi-lang,5
Normal,1
Normal,1
Multi-lang,34
Multi-lang,145
Multi-lang,144
Normal,3
Normal,1
Normal,141
Multi-lang,141
Multi-lang,13
Multi-lang,10
Multi-lang,6
Multi-lang,130
Multi-lang,26
Multi-lang,29
Multi-lang,6
Normal,3
Multi-lang,122
Multi-lang,137
Normal,133
Multi-lang,7
Normal,3
Normal,2
Normal,72
Normal,2
Normal,6
Multi-lang,87
Normal,87
Normal,1
Normal,12
Normal,1
Normal,96
Multi-lang,96
Multi-lang,98
Multi-lang,90
Multi-lang,2
Multi-lang,4
Normal,1
Normal,1
Multi-lang,89
Multi-lang,6
Multi-lang,86
Multi-lang,7
Normal,10
Multi-lang,47
Multi-lang,10
Normal,10
Multi-lang,14
Multi-lang,68
Normal,2
Normal,40
Normal,4
Normal,2
Normal,11
Multi-lang,5
Normal,32
Normal,10
Normal,1
Normal,3
Normal,7
Normal,1
Normal,2
Normal,16
Multi-lang,10
Normal,1
Normal,1
Multi-lang,2
Multi-lang,10
Normal,3
Normal,2
Normal,2
Normal,21
Normal,84
Normal,9
Normal,2
Normal,10
Normal,1
Normal,0
Normal,3
Normal,1
Multi-lang,6
Multi-lang,40
Multi-lang,10
Multi-lang,4
Normal,3
Multi-lang,9
Normal,8
Normal,5
Normal,1
Normal,2
Normal,84
Normal,84
Multi-lang,3
Multi-lang,82
Normal,79
Normal,10
Multi-lang,14
Multi-lang,20
Multi-lang,22
Normal,47
Multi-lang,7
Normal,43
Multi-lang,4
Multi-lang,19
Multi-lang,11
Normal,16
Multi-lang,27
Multi-lang,7
Normal,3
Normal,58
Normal,2
Normal,1
Normal,11
Normal,1
Multi-lang,7
Normal,1
Multi-lang,12
Normal,7
Normal,2
Normal,7
Normal,4
Multi-lang,80
Normal,71
Multi-lang,71
Normal,4
Multi-lang,11
Normal,4
Normal,2
Normal,60
Normal,1
Multi-lang,60
Multi-lang,7
Multi-lang,23
Normal,12
Multi-lang,9
Multi-lang,27
Normal,2
Normal,2
Normal,6
Normal,2
Normal,38
Normal,1
Normal,1
Normal,1
Normal,7
Normal,1
Normal,1
Multi-lang,7
Normal,1
Multi-lang,6
Multi-lang,18
Normal,1
Multi-lang,14
Normal,20
Normal,14
Normal,5
Normal,3
Multi-lang,12
Multi-lang,21
Normal,13
Normal,8
Normal,8
Normal,1
Normal,2
Multi-lang,14
Normal,2
Normal,2
Normal,6
Normal,5
Normal,7
Normal,7
Normal,7
Normal,2
Normal,5
Normal,2
Multi-lang,2
Normal,2
Normal,11
Normal,2
Multi-lang,11
Normal,2
Normal,3
Multi-lang,3
Normal,23
Normal,1
Normal,3
Normal,4
Normal,3
Normal,1
Normal,5
Normal,7
Normal,7
Normal,1
Normal,2
Multi-lang,16
Normal,31
Multi-lang,12
Multi-lang,19
Normal,3
Normal,1
Normal,4
Multi-lang,6
Multi-lang,5
Multi-lang,2
Normal,1
Multi-lang,5
Normal,1
Normal,3
Normal,3
Multi-lang,34
Multi-lang,8
Normal,1
Normal,1
Normal,2
Normal,4
Normal,2
Normal,1
Normal,1
Normal,6
Multi-lang,18
Normal,1
Normal,2
Normal,1
Normal,5
Normal,2
Normal,1
Multi-lang,11
Multi-lang,13
Normal,3
Normal,7
Normal,1
Normal,8
Normal,1
Normal,1
Normal,1
Normal,0
Normal,2
Normal,3
Normal,2
Multi-lang,30
Normal,3
Normal,13
Multi-lang,15
Normal,1
Normal,1
Normal,11
Normal,5
Normal,5
Normal,2
Normal,1
Multi-lang,14
Normal,1
Normal,2
Normal,5
Normal,2
Normal,3
Normal,2
Normal,2
Multi-lang,10
Multi-lang,11
Normal,1
Normal,7
Normal,12
Multi-lang,16
Normal,13
Normal,1
Normal,1
Multi-lang,3
Normal,1
Normal,11
Normal,1
Normal,2
Normal,1
Normal,1
Normal,1
Multi-lang,11
Normal,3
Normal,1
Normal,1
Normal,5
Normal,1
Normal,1
Normal,3
Multi-lang,5
Normal,3
Normal,2
Normal,9
Normal,1
Normal,4
Normal,2
Multi-lang,8
Multi-lang,25
Multi-lang,8
Multi-lang,19
Multi-lang,13
Multi-lang,7
Normal,7
Multi-lang,8
Normal,1
Multi-lang,6
Normal,2
Normal,1
Normal,1
Normal,1
Normal,1
Normal,3
Multi-lang,8
Multi-lang,6
Multi-lang,8
Normal,2
Normal,3
Multi-lang,15
Normal,1
Multi-lang,14
Normal,10
Multi-lang,7
Normal,3
Normal,1
Normal,1
Multi-lang,10
Normal,1
Multi-lang,17
Normal,6
Normal,5
Normal,1
Normal,4
Multi-lang,6
Normal,1
Multi-lang,18
Normal,2
Normal,6
Multi-lang,10
Normal,1
Normal,2
Multi-lang,8
Normal,1
Normal,1
Multi-lang,10
Multi-lang,6
Multi-lang,7
Normal,1
Multi-lang,10
Normal,1
Normal,1
Multi-lang,3
Multi-lang,7
Multi-lang,5
Normal,5
Multi-lang,8
Multi-lang,12
Normal,10
Normal,2
Normal,13
Normal,7
Multi-lang,14
Multi-lang,3
Normal,1
Multi-lang,12
Normal,3
Normal,1
Multi-lang,11
Normal,1
Normal,3
Multi-lang,5
Multi-lang,23
Normal,2
Multi-lang,4
Multi-lang,10
Normal,3
Normal,7
Normal,10
Multi-lang,26
Normal,9
Normal,1
Multi-lang,5
Multi-lang,10
Normal,1
Normal,1
Normal,1
Normal,2
Multi-lang,10
Normal,1
Normal,0
Normal,2
Normal,1
Normal,2
Normal,1
Normal,1
Normal,2
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,2
Normal,0
Normal,2
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,0
Normal,3
Normal,1
Normal,1
Normal,2
Multi-lang,10
Normal,1
Normal,1
Normal,2
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,5
Multi-lang,14
Normal,5
Normal,1
Normal,1
Multi-lang,44
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,0
Normal,1
Normal,1
Normal,1
Normal,1
Normal,0
Normal,1
Normal,1
Normal,1
Multi-lang,4
Normal,10
Normal,1
Normal,1
Multi-lang,6
Multi-lang,9
Normal,3
Normal,10
Normal,9
Multi-lang,9
Multi-lang,15
Multi-lang,11
Normal,1
Normal,8
Multi-lang,3
Normal,5
Multi-lang,14
Normal,1
Multi-lang,24
Multi-lang,17
Normal,12
Multi-lang,18
Normal,1
Multi-lang,17
Normal,6
Normal,1
Multi-lang,62
Normal,4
Multi-lang,19
Multi-lang,11
Normal,5
Normal,0
Normal,1
Multi-lang,27
Normal,3
Normal,8
Normal,6
Normal,1
Normal,1
Normal,4
Normal,1
Normal,2
Normal,2
Normal,1
Normal,1
Normal,1
Normal,1
Multi-lang,29
Normal,1
Normal,1
Normal,2
Normal,2
Normal,9
Multi-lang,21
Multi-lang,8
Multi-lang,17
Normal,11
Multi-lang,15
Normal,1
Normal,8
Multi-lang,39
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,2
Multi-lang,35
Normal,6
Multi-lang,41
Normal,2
Multi-lang,17
Normal,2
Multi-lang,36
Normal,3
Normal,6
Normal,2
Multi-lang,25
Normal,1
Normal,18
Multi-lang,20
Normal,4
Normal,7
Normal,2
Normal,4
Normal,1
Normal,1
Normal,1
Normal,2
Normal,5
Normal,5
Normal,1
Normal,4
Multi-lang,2
Multi-lang,18
Normal,2
Normal,4
Normal,5
Multi-lang,51
Normal,4
Normal,5
Normal,4
Multi-lang,1
Multi-lang,16
Normal,1
Normal,12
Multi-lang,7
Multi-lang,8
Multi-lang,7
Multi-lang,9
Normal,1
Normal,14
Multi-lang,1
Multi-lang,22
Multi-lang,6
Normal,7
Multi-lang,6
Normal,3
Normal,1
Normal,1
Normal,2
Normal,1
Normal,1
Normal,16
Normal,1
Normal,2
Multi-lang,14
Multi-lang,15
Multi-lang,14
Multi-lang,7
Normal,6
Normal,2
Normal,1
Normal,2
Normal,6
Normal,1
Normal,14
Multi-lang,24
Normal,1
Multi-lang,11
Multi-lang,28
Normal,14
Multi-lang,30
Normal,25
Normal,1
Multi-lang,11
Multi-lang,19
Normal,6
Normal,1
Normal,1
Normal,1
Normal,2
Normal,1
Multi-lang,8
Multi-lang,10
Multi-lang,6
Multi-lang,30
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,7
Normal,1
Normal,1
Multi-lang,13
Normal,1
Multi-lang,1944
Normal,1
Normal,3
Normal,8
Normal,2
Normal,2
Normal,2
Normal,0
Normal,6
Multi-lang,4382
Normal,14
Multi-lang,1
Multi-lang,1
Normal,1
Normal,4
Normal,2
Normal,2
Normal,0
Normal,0
Normal,2
Normal,1
Normal,1
Normal,1
Normal,1
Normal,0
Normal,0
Normal,0
Normal,0
Normal,1
Normal,0
Normal,4
Normal,1
Normal,1
Normal,1
Normal,1
Multi-lang,26
Normal,7
Normal,0
Normal,913
Normal,4
Normal,2
Normal,2
Multi-lang,310
Multi-lang,14
Multi-lang,8
Multi-lang,33
Multi-lang,8
Normal,1
Normal,7
Normal,1
Normal,1
Normal,1
Normal,3
Normal,2
Normal,3
Normal,1
Normal,4
Normal,5
Normal,22
Normal,1
Normal,2
Normal,10
Normal,12
Normal,1
Normal,1
Normal,1
Normal,2
Normal,3
Normal,2
Normal,1
Normal,3
Normal,4
Normal,1
Normal,1
Normal,1
Normal,1
Normal,2
Normal,1
Normal,2
Multi-lang,81
Normal,2
Normal,1
Normal,1
Normal,2
Normal,1
Normal,3
Normal,2
Normal,5
Normal,8
Normal,7
Normal,3
Normal,22
Normal,15
Multi-lang,29
Normal,17
Normal,1
Normal,2
Normal,22
Normal,19
Normal,3
Normal,2
Normal,3
Normal,4
Multi-lang,23
Normal,6
Normal,10
Normal,4
Normal,22
Normal,5
Normal,14
Normal,8
Normal,48
Normal,3
Normal,6
Normal,1
Normal,17
Normal,8
Normal,5
Normal,4
Normal,12
Normal,2
Normal,5
Normal,1
Normal,10
Normal,8
Normal,1
Multi-lang,5
Multi-lang,2
Multi-lang,3
Normal,4
Normal,4
Normal,26
Normal,22
Multi-lang,4
Normal,2
Normal,1
Normal,2
Normal,8
Multi-lang,2
Multi-lang,3
Normal,2
Normal,2
Normal,7
Normal,20
Normal,7
Normal,4
Normal,5
Normal,1
Normal,7
Normal,1
Normal,3
Normal,9
Normal,1
Multi-lang,5
Normal,1
Multi-lang,11
Multi-lang,19
Normal,1
Normal,3
Normal,2
Normal,3
Normal,4
Multi-lang,11
Normal,34
Normal,3
Normal,1
Multi-lang,13
Normal,1
Normal,3
Multi-lang,63
Normal,14
Normal,1
Multi-lang,39
Normal,2
Multi-lang,4
Normal,5
Normal,2
Normal,0
Normal,1
Multi-lang,7
Normal,1
Multi-lang,2
Normal,1
Normal,2
Multi-lang,51
Normal,1
Normal,4
Multi-lang,10
Multi-lang,12
Normal,2
Normal,2
Normal,6
Normal,2
Normal,3
Normal,11
Normal,2
Normal,2
Multi-lang,21
Multi-lang,14
Normal,2
Normal,1
Multi-lang,3
Multi-lang,6
Normal,9
Multi-lang,16
Multi-lang,4
Normal,1
Multi-lang,8
Multi-lang,5
Normal,2
Normal,30
Normal,1
Normal,1
Multi-lang,11
Multi-lang,4
Normal,1
Normal,0
Multi-lang,6
Multi-lang,8
Normal,1
Normal,1
Multi-lang,38
Normal,1
Multi-lang,8
Normal,1
Normal,2
Normal,1
Multi-lang,9
Multi-lang,3
Multi-lang,13
Normal,1
Normal,1
Normal,3
Normal,1
Normal,1
Normal,1
Multi-lang,5
Normal,1
Normal,1
Normal,1
Normal,1
Multi-lang,5
Normal,1
Normal,2
Multi-lang,4
Normal,1
Multi-lang,9
Normal,8
Normal,7
Multi-lang,6
Normal,2
Normal,3
Normal,1
Normal,1
Normal,3
Normal,1
Normal,0
Multi-lang,9
Normal,3
Normal,2
Normal,10
Normal,1
Normal,4
Normal,2
Normal,0
Normal,1
Normal,1
Normal,0
Multi-lang,3
Normal,2
Normal,3
Normal,11
Multi-lang,43
Multi-lang,2
Multi-lang,5
Normal,6
Normal,1
Normal,48
Normal,1
Normal,4
Normal,5
Multi-lang,9
Normal,15
Normal,12
Normal,1
Normal,12
Normal,6
Normal,16
Normal,4
Normal,15
Normal,2
Normal,3
Normal,14
Normal,8
Normal,1
Normal,1
Normal,2
Normal,5
Normal,1
Normal,1
Normal,3
Normal,2
Normal,1
Normal,2
Normal,13
Normal,1
Normal,1
Normal,1
Normal,1
Normal,10
Normal,7
Normal,7
Normal,1
Normal,1
Normal,2
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,111
Normal,108
Normal,107
Normal,107
Normal,5
Normal,4
Normal,1
Normal,1
Normal,118
Normal,2
Multi-lang,4
Normal,25
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,3
Normal,1
Normal,2
Normal,13
Normal,102
Normal,103
Normal,2
Normal,1
Normal,103
Normal,14
Multi-lang,102
Normal,1
Multi-lang,7
Multi-lang,19
Normal,11
Multi-lang,8
Normal,6
Multi-lang,58
Normal,2
Normal,19
Multi-lang,16
Normal,2
Multi-lang,3
Normal,69
Multi-lang,47
Normal,2
Normal,0
Normal,1
Normal,1
Normal,1
Normal,1
Normal,0
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Multi-lang,14
Multi-lang,14
Normal,1
Normal,1
Multi-lang,29
Normal,1
Multi-lang,16
Multi-lang,29
Normal,7
Normal,1
Normal,10
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,2
Normal,3
Normal,1
Normal,2
Multi-lang,5
Normal,4
Normal,1
Normal,1
Normal,1
Multi-lang,11
Multi-lang,3
Normal,1
Multi-lang,5
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,2
Normal,1
Normal,1
Multi-lang,5
Normal,1
Normal,2
Normal,1
Normal,32
Normal,1
Normal,2
Multi-lang,36
Normal,1
Normal,1
Normal,2
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,2
Normal,2
Normal,35
Normal,2
Normal,6
Multi-lang,13
Normal,6
Normal,7
Normal,1
Normal,1
Normal,1
Multi-lang,12
Normal,2
Normal,7
Normal,2
Normal,1
Normal,1
Normal,1
Normal,19
Normal,1
Normal,23
Multi-lang,22
Normal,15
Normal,1
Normal,9
Multi-lang,8
Normal,2
Normal,1
Normal,13
Multi-lang,5
Multi-lang,33
Normal,0
Normal,1
Normal,8
Normal,3
Normal,1
Normal,1
Normal,1
Normal,1
Multi-lang,29
Normal,22
Multi-lang,42
Normal,3
Normal,7
Multi-lang,62
Normal,2
Normal,3
Normal,10
Normal,1
Normal,5
Normal,1
Normal,146
Normal,6
Multi-lang,140
Multi-lang,0
Multi-lang,11
Multi-lang,77
Multi-lang,134
Normal,77
Normal,37
Normal,14
Normal,12
Normal,2
Multi-lang,17
Normal,15
Multi-lang,11
Normal,1
Normal,2
Normal,1
Normal,1
Normal,2
Normal,28
Normal,12
Normal,12
Normal,1
Normal,21
Multi-lang,7
Normal,9
Normal,2
Normal,7
Normal,4
Normal,6
Normal,1
Normal,2
Normal,5
Normal,1
Normal,1
Normal,7
Normal,1
Normal,3
Normal,1
Normal,7
Normal,9
Normal,2
Normal,12
Normal,11
Normal,5
Normal,26
Normal,40
Normal,29
Multi-lang,9
Normal,3
Normal,5
Normal,22
Normal,8
Normal,31
Normal,8
Normal,7
Normal,3
Normal,2
Normal,51
Normal,288
Normal,33
Normal,14
Normal,1
Normal,8
Normal,2
Normal,4
Normal,4
Normal,2
Normal,1
Normal,9
Normal,4
Normal,2
Normal,5
Normal,1
Normal,6
Multi-lang,36
Multi-lang,85
Normal,5
Normal,6
Normal,2
Normal,5
Normal,2
Normal,1
Normal,1
Normal,2
Normal,1
Normal,1
Normal,2
Normal,11
Normal,1
Normal,1
Multi-lang,2
Normal,10
Normal,1
Normal,5
Normal,2
Normal,15
Normal,39
Normal,14
Normal,3
Normal,2
Normal,31
Normal,31
