commit type,added lines count
Other,13
Other,289
Multi-lang,1
Other,3
Multi-lang,7
Other,52
Other,65
Other,23
Other,15
Multi-lang,39
Multi-lang,61
Other,4
Other,7
Other,0
Other,3
Other,1701
Other,18
Multi-lang,341
Multi-lang,39
Other,110
Multi-lang,472
Multi-lang,171
Other,12
Multi-lang,466
Other,63
Other,6
Other,11
Multi-lang,176
Other,1
Other,51
Multi-lang,101
Other,4
Other,12
Other,7
Other,7
Other,4
Other,2
Other,2
Other,2
Other,278
Other,1
Other,7
Other,43
Multi-lang,175
Multi-lang,100
Other,175
Other,2
Other,117
Multi-lang,1234
Other,116
Other,175
Other,116
Multi-lang,152
Multi-lang,128
Other,152
Other,9
Multi-lang,145
Multi-lang,154
Multi-lang,145
Multi-lang,20
Other,152
Other,21
Multi-lang,152
Multi-lang,300
Multi-lang,30
Other,156
Multi-lang,30
Other,6
Other,14
Other,8
Other,152
Other,14
Other,8
Other,333
Other,0
Other,2
Multi-lang,36
Multi-lang,193
Multi-lang,36
Multi-lang,242
Other,117
Other,4
Other,203
Other,12
Other,293
Other,152
Other,370
Multi-lang,680
Other,1
Multi-lang,62
Multi-lang,441
Other,370
Multi-lang,1031
Other,32
Other,1
Multi-lang,62
Multi-lang,413
Other,6
Other,1
Other,1
Other,1
Other,2
Other,147
Multi-lang,41
Multi-lang,117
Multi-lang,194
Multi-lang,179
Multi-lang,120
Other,15
Other,14
Other,201
Other,0
Other,10
Other,5
Other,43
Multi-lang,472
Multi-lang,17
Other,22
Other,2
Other,2
Multi-lang,67
Multi-lang,127
Other,34
Other,90
Other,64
Multi-lang,39
Multi-lang,217
Multi-lang,34
Other,24
Other,7
Multi-lang,27
Other,11
Multi-lang,97
Other,6
Multi-lang,155
Multi-lang,53
Other,33
Multi-lang,73
Other,1
Multi-lang,203
Other,9
Other,0
Multi-lang,3951
Other,20
Multi-lang,67
Multi-lang,57
Other,9
Other,0
Other,1
Multi-lang,187
Other,19
Other,136
Other,27
Other,217
Other,2
Other,105
Other,2
Other,4
Other,37
Other,2
Other,1
Other,41
Other,1
Multi-lang,254
Other,6
Other,4
Other,3
Other,11
Other,99
Multi-lang,252
Multi-lang,73
Multi-lang,68
Other,48
Multi-lang,129
Other,220
Other,114
Other,0
Other,4
Other,1
Other,3
Other,1
Other,2
Other,4
Other,0
Other,2
Other,1
Other,1
Other,0
Other,0
Other,23
Other,2
Other,1
Multi-lang,31
Other,1
Multi-lang,21800
Other,1
Other,6
Other,28
Other,4
Other,2
Other,4
Other,0
Other,14
Multi-lang,128960
Other,31
Multi-lang,4
Multi-lang,3
Other,6
Other,22
Other,7
Other,7
Other,0
Other,0
Other,0
Other,1
Other,1
Other,11
Other,2
Other,0
Other,0
Other,0
Other,0
Other,11
Other,0
Other,22
Other,63
Other,8
Other,17
Other,56
Multi-lang,5
Other,51
Other,0
Other,175476
Other,21373
Other,28
Other,76
Multi-lang,12339
Multi-lang,226
Multi-lang,116
Multi-lang,938
Multi-lang,193
Other,6
Other,300
Other,1
Other,30
Other,2
Other,3
Other,10
Other,16
Other,13
Other,8
Other,110
Other,1
Other,2
Other,8
Other,112
Other,1
Other,1
Other,1
Other,2
Other,25
Other,2
Other,1
Other,11
Other,5
Other,1
Other,1
Other,2
Other,1
Other,2
Other,4
Other,2
Multi-lang,178
Other,46
Other,2
Other,9
Other,1
Other,1
Other,107
Other,2
Other,13
Other,50
Other,24
Other,25
Other,40
Other,15
Multi-lang,1748
Other,27
Other,8
Other,3
Other,100
Other,85
Other,5
Other,2
Other,15
Other,37
Multi-lang,89
Other,14
Other,59
Other,48
Other,71
Other,80
Other,59
Other,31
Other,273
Other,3
Other,44
Other,1
Other,72
Other,37
Other,112
Other,16
Other,52
Other,3
Other,258
Other,1
Other,72
Other,88
Other,1
Multi-lang,38
Multi-lang,2
Multi-lang,80
Other,6
Other,15
Other,38
Other,210
Multi-lang,833
Other,37
Other,1
Other,2
Other,139
Multi-lang,36
Multi-lang,49
Other,6
Other,34
Other,2
Other,235
Other,130
Other,107
Other,115
Other,2
Other,119
Other,45
Other,167
Other,397
Other,1
Multi-lang,106
Other,5
Multi-lang,211
Multi-lang,476
Other,29
Other,5
Multi-lang,360
Other,1
Other,7
Other,10
Other,2
Other,11
Multi-lang,24
Other,88
Other,31
Other,1
Multi-lang,13
Other,0
Other,5
Multi-lang,282
Other,164
Other,1
Multi-lang,254
Other,1
Multi-lang,5
Other,11
Other,2
Other,0
Other,20
Multi-lang,142
Other,27
Multi-lang,212
Other,1
Other,3
Multi-lang,96
Other,1
Other,79
Multi-lang,288
Multi-lang,402
Other,3
Other,3
Other,24
Other,3
Other,2
Other,33
Other,11
Other,3
Multi-lang,133
Multi-lang,28
Other,8
Other,1
Multi-lang,202
Multi-lang,533
Other,9
Multi-lang,170
Multi-lang,19
Other,1
Multi-lang,55
Multi-lang,130
Other,3
Other,61
Other,3
Other,12
Multi-lang,39
Multi-lang,55
Other,1
Other,0
Multi-lang,67
Multi-lang,265
Other,1
Other,1
Multi-lang,174
Other,1
Multi-lang,63
Other,1
Other,4
Other,4
Multi-lang,15
Multi-lang,17
Multi-lang,79
Other,3
Other,2
Other,3
Other,1
Other,1
Other,1
Multi-lang,14
Other,1
Other,2
Other,0
Other,16
Multi-lang,118
Other,269
Other,2
Multi-lang,9
Other,2
Multi-lang,9
Other,100
Other,11
Multi-lang,79
Other,7
Other,4
Other,2
Other,7
Other,15
Other,0
Other,0
Multi-lang,190
Other,10
Other,81
Other,223
Other,1
Other,8
Other,13
Other,0
Other,2
Other,1
Other,0
Multi-lang,177
Other,5
Other,58
Other,12
Multi-lang,2416
Multi-lang,13
Multi-lang,156
Other,1
Other,2
Other,8
Other,79
Other,13
Other,6
Other,33
Other,30
Multi-lang,15
Other,2
Other,4
Other,1
Other,81
Other,1
Other,5
Other,8
Multi-lang,14
Other,93
Other,29
Other,2
Other,80
Other,18
Other,55
Other,6
Other,100
Other,8
Other,3
Other,40
Other,19
Other,1
Other,0
Other,5
Other,41
Other,0
Other,1
Other,5
Other,12
Other,7
Other,7
Other,84
Other,1
Other,1
Other,1
Other,1
Other,27
Other,69
Other,21
Other,1
Other,1
Other,1
Other,2
Other,1
Other,1
Other,2
Other,1
Other,839
Other,1024
Other,799
Other,1022
Other,5
Other,4
Other,1
Other,1
Other,1105
Other,1
Multi-lang,1
Other,40
Other,1
Other,3
Other,5
Other,2
Other,990
Other,2
Other,1
Multi-lang,986
Other,1
Multi-lang,7
Multi-lang,21
Other,11
Multi-lang,3
Other,14
Multi-lang,395
Other,2
Other,49
Multi-lang,70
Other,2
Multi-lang,18
Other,505
Other,1
Other,1
Other,2
Multi-lang,609
Other,9
Other,1
Other,36
Other,2
Other,1
Other,1
Other,14
Other,1
Other,4
Other,1
Other,107
Other,5
Other,8
Other,163
Other,2
Other,2
Other,3
Other,253
Other,1
Other,1
Other,49
Other,51
Other,1
Other,28
Multi-lang,10
Other,12
Other,42
Other,39
Other,1
Multi-lang,4
Multi-lang,2
Other,4
Multi-lang,49
Other,1
Other,3
Other,9
Other,1
Other,1
Other,2
Other,1
Other,8
Multi-lang,17
Other,1
Other,10
Other,60
Other,61
Other,0
Other,0
Other,3
Other,1
Other,4
Other,0
Other,1
Other,29
Other,1
Other,14
Other,2
Multi-lang,135
Multi-lang,527
Other,2
Other,2
Multi-lang,854
Other,3
Other,1
Other,6
Other,1
Other,1
Other,9
Other,0
Other,1
Other,51
Multi-lang,244
Other,116
Other,1
Other,10
Other,1
Other,90
Other,2
Other,19
Multi-lang,439
Other,117
Other,1
Other,6
Multi-lang,110
Other,4
Other,1
Other,37
Multi-lang,17
Multi-lang,391
Other,0
Other,2
Other,73
Other,15
Other,48
Other,1
Other,1
Other,114
Multi-lang,273
Other,178
Multi-lang,716
Other,16
Other,12
Multi-lang,2709
Multi-lang,615
Other,6
Other,113
Multi-lang,79
Multi-lang,42
Other,20
Other,961
Other,411
Other,4
Other,371
Other,361
Other,1049
Other,9
Other,2
Other,0
Other,2
Other,2
Other,0
Other,4
Other,2
Other,8
Other,101
Other,2
Other,13
Multi-lang,181
Other,10
Other,14
Other,2
Other,7
Other,2
Multi-lang,145
Other,2
Other,65
Other,1
Other,2
Multi-lang,68
Other,2
Other,21
Other,224
Other,276
Multi-lang,53
Other,32
Other,4
Other,2
Other,3
Other,27
Other,1
Other,60
Other,26
Other,1122
Other,51
Multi-lang,2007
Multi-lang,0
Multi-lang,241
Multi-lang,237
Multi-lang,1243
Other,230
Other,79
Other,17
Other,30
Other,131
Multi-lang,1007
Other,41
Multi-lang,495
Other,1
Other,42
Other,1
Other,1
Other,4
Other,121
Other,30
Other,17
Other,4
Other,67
Multi-lang,41
Other,61
Other,1
Other,23
Other,41
Other,94
Other,1
Other,11
Other,20
Other,1
Other,1
Other,57
Other,1
Other,3
Other,5
Other,17
Other,20
Other,0
Other,31
Other,34
Other,2
Other,67
Other,93
Other,48
Multi-lang,47
Other,0
Other,39
Other,44
Other,16
Other,72
Other,9
Other,10
Other,13
Other,1
Other,164
Other,712
Other,79
Other,62
Other,9
Other,1
Other,1
Other,14
Other,9
Other,2
Other,6
Other,10
Other,12
Other,3
Other,8
Other,1
Other,12
Multi-lang,666
Multi-lang,573
Other,42
Other,24
Other,4
Other,6
Other,2
Other,5
Other,7
Other,8
Other,1
Other,0
Other,0
Other,88
Other,45
Other,5
Multi-lang,1
Other,27
Other,1
Other,13
Other,32
Other,5
Other,563
Other,505
Other,3
Other,5
Other,200
Other,155
Other,102
Other,1
Other,84
Other,112
Other,60
Multi-lang,9
Other,35
Other,2
Other,99
Other,35
Other,78
Other,16
Other,111
Other,1
Other,302
Other,22
Other,2
Other,6
Other,9
Other,96
Other,0
Other,41
Other,89
Other,652
Other,33
Other,90
Other,78
Other,561
Multi-lang,290
Multi-lang,231
Other,1
Other,23
Other,3
Other,52
Other,32
Other,241
Other,52
Other,3
Other,2
Multi-lang,0
Other,0
Multi-lang,190
Other,283
Other,52
Multi-lang,2368
Other,2
Other,13
Multi-lang,101
Other,248
Other,55
Other,9
Other,1
Other,8
Other,21
Other,54
Other,14
Other,9
Other,79
Other,43
Other,33
Other,0
Other,3
Other,2
Other,4
Other,0
Other,49
Other,1
Other,28
Other,8
Other,38
Other,9
Other,7
Other,17
Other,1
Other,1
Other,9
Other,8
Other,5
Other,3
Other,7
Other,8
Other,50
Other,55
Other,14
Other,0
Other,11
Other,42
Other,0
Other,11
Other,43
Other,1
Other,77
Other,0
Other,14
Other,29
Multi-lang,829
Other,92
Other,45
Multi-lang,102
Multi-lang,82
Other,8
Other,1
Other,0
Other,15
Other,33
Other,7
Other,1
Other,222
Other,5
Other,3
Other,1
Other,1
Other,1
Other,0
Other,1
Other,1
Other,4
Other,2
Other,1
Other,15
Other,50
Other,110
Other,2
Other,0
Other,1
Other,2
Other,1
Other,6
Other,0
Other,1
Other,3
Other,3
Other,1
Other,1
Other,2
Other,3
Other,1
Other,9
Other,5
Other,1
Other,1
Other,1
Other,1
Other,3
Other,3
Other,3
Other,1
Other,1
Other,1
Other,19
Other,0
Other,443
Other,1
Other,2
Other,2
Other,48
Other,57
Other,3
Other,1
Other,1
Other,1
Other,33
Other,7
Other,0
Other,11
Other,51
Other,0
Other,3
Other,5
Other,12
Multi-lang,114
Multi-lang,1271
Other,1
Other,12
Other,1
Other,3
Other,3
Multi-lang,153
Other,4
Other,1
Other,0
Multi-lang,24
Multi-lang,349
Other,1
Other,79
Other,87
Other,258
Multi-lang,818
Other,30
Other,1
Other,0
Other,2
Other,68
Other,1
Other,1
Other,28
Other,455
Other,1
Other,5
Other,22
Other,12
Other,24
Other,7
Other,1
Other,2
Other,11
Other,2
Other,2
Other,2
Other,1
Other,2
Other,1
Other,1
Other,3
Other,0
Other,0
Other,12
Other,20
Other,2
Other,19
Other,2
Other,22
Other,0
Other,58
Other,1
Other,3
Multi-lang,24
Other,34
Other,29
Other,25
Other,22
Multi-lang,15
Other,8
Multi-lang,79
Other,8
Other,18
Other,32
Other,3
Other,7
Other,1
Other,0
Other,2
Other,9
Other,2
Other,46
Other,2
Other,98
Multi-lang,520
Other,47
Multi-lang,119
Multi-lang,47
Other,14
Other,50
Multi-lang,100
Other,1
Multi-lang,192
Other,10
Other,10
Multi-lang,160
Other,31
Multi-lang,109
Other,82
Other,1
Other,5
Other,0
Multi-lang,141
Other,0
Other,2
Other,1
Other,46
Other,1
Other,14
Other,31
Multi-lang,44
Other,2
Other,11
Other,12
Other,16
Other,208
Other,547
Other,53
Other,22
Other,21
Other,30
Other,0
Other,71
Other,10
Other,42
Other,4
Multi-lang,219
Other,2
Other,8
Multi-lang,64
Multi-lang,317
Other,10
Other,42
Multi-lang,13
Multi-lang,2214
Other,7
Other,3
Other,1
Other,42
Other,37
Other,312
Other,77
Other,41
Other,1
Multi-lang,52
Other,1
Other,1
Multi-lang,12
Other,22
Other,5
Multi-lang,203
Other,1
Other,128
Other,0
Other,1
Other,50
Other,1
Multi-lang,76
Other,138
Other,2
Other,28
Other,61
Other,16
Multi-lang,145
Other,67
Other,2
Other,37
Multi-lang,314
Other,19
Other,7
Other,23
Other,24
Other,10
Other,46
Other,39
Other,27
Other,4
Other,129
Other,2
Other,12
Other,10
Other,0
Other,1
Other,83
Other,30
Other,15
Other,79
Other,5
Other,119
Other,28
Multi-lang,493
Other,66
Other,401
Multi-lang,44
Other,39
Multi-lang,21
Other,3
Other,11
Multi-lang,3
Other,3
Other,11
Multi-lang,26
Other,3
Multi-lang,161
Other,1
Other,5
Other,55
Other,2
Other,0
Other,2
Other,0
Other,23
Other,1
Other,39
Multi-lang,224
Other,3
Other,6
Multi-lang,64
Other,0
Other,0
Other,1
Other,1
Other,8
Other,2
Other,1
Other,0
Other,1
Other,1
Other,3
Multi-lang,154
Other,46
Multi-lang,606
Other,6
Multi-lang,797
Other,1
Other,33
Multi-lang,90
Multi-lang,8
Other,4
Other,7
Other,3
Other,8
Other,0
Multi-lang,801
Other,3
Other,1
Other,1
Other,13
Other,11
Other,8
Other,7
Other,2
Other,4
Other,9
Other,6
Multi-lang,377
Other,18
Multi-lang,992
Multi-lang,3728
Other,31
Other,56
Multi-lang,155
Other,4
Multi-lang,247
Other,3
Other,97
Other,8
Multi-lang,25
Other,15
Other,128
Other,15
Other,34
Other,29
Multi-lang,482
Other,173
Other,187
Other,49
Other,1
Other,2
Other,8
Multi-lang,165
Other,173
Multi-lang,312
Multi-lang,298
Multi-lang,18
Multi-lang,5
Other,0
Multi-lang,88
Other,1
Multi-lang,453
Other,0
Other,2
Multi-lang,6708
Multi-lang,2005
Other,2
Multi-lang,1268
Other,1
Other,5
Other,3
Other,10
Multi-lang,685
Other,1
Multi-lang,159
Other,1
Multi-lang,88
Other,17
Other,6
Multi-lang,1
Other,0
Other,1
Other,4
Other,12
Multi-lang,204
Other,1
Other,16
Multi-lang,602
Other,3
Other,119
Other,0
Multi-lang,1163
Multi-lang,297
Other,19
Multi-lang,660
Multi-lang,176
Multi-lang,881
Other,273
Other,403
Other,253
Other,11
Other,20
Multi-lang,92
Multi-lang,3488
Other,2
Multi-lang,1507
Multi-lang,9
Multi-lang,1652
Other,12
Multi-lang,125
Other,3
Multi-lang,169
Other,30
Multi-lang,28
Multi-lang,68
Multi-lang,333
Multi-lang,64
Other,129
Other,1
Multi-lang,1420
Other,13
Other,4
Other,11
Other,30
Other,12
Other,5
Other,10
Other,25
Other,33
Other,30
Other,8
Multi-lang,75
Multi-lang,1679
Other,527
Other,2
Multi-lang,591
Other,9
Other,1
Other,6
Other,10
Other,3
Other,1
Other,67
Other,102
Other,90
Other,4
Other,338
Other,30
Other,3
Other,2
Other,25
Other,11
Other,21
Other,221
Other,59
Other,10
Other,6
Other,13
Other,3
Other,8
Other,7
Other,5
Other,49
Other,1
Other,7
Other,47
Other,6
Multi-lang,126
Other,15
Other,75
Other,7
Other,5
Multi-lang,18
Other,75
Other,15
Multi-lang,53
Other,28
Other,11
Other,17
Other,301
Other,3
Other,9
Other,14
Other,172
Other,8
Other,13
Other,5
Other,29
Other,107
Multi-lang,133
Other,37
Other,23
Multi-lang,446
Other,209
Multi-lang,224
Multi-lang,29
Other,192
Other,86
Multi-lang,17
Multi-lang,238
Other,3201
Multi-lang,188
Multi-lang,4
Other,2
Multi-lang,373
Multi-lang,1214
Multi-lang,14735
Other,18
Multi-lang,63
Other,8
Other,40
Multi-lang,232
Other,1
Other,1446
Other,0
Other,0
Other,1627
Other,330
Other,802
Other,1751
Other,63
Multi-lang,6564
Other,1
Other,1
Other,1
Other,1
Other,6
Other,8
Multi-lang,12
Multi-lang,15
Multi-lang,11
Other,2
Other,1
Other,47
Other,4
Other,1
Other,7
Other,28
Other,9
Other,25
Other,1
Other,75
Other,1
Other,1
Other,29
Multi-lang,15
Other,8
Other,3
Other,2
Other,2
Other,48
Other,4
Other,28
Other,439
Other,2
Other,29
Other,74
Multi-lang,10
Multi-lang,13
Other,425
Other,1
Other,28
Other,419
Other,4
Other,1
Multi-lang,7
Multi-lang,711
Multi-lang,81
Multi-lang,628
Multi-lang,942
Multi-lang,178
Other,10
Multi-lang,299
Multi-lang,170
Other,83
Multi-lang,237
Multi-lang,78
Multi-lang,298
Multi-lang,125
Other,0
Other,8
Other,8
Other,6
Other,2
Other,54
Other,129
Other,7
Other,62
Other,71
Other,45
Multi-lang,206
Other,1
Other,0
Other,11
Other,1
Other,33
Other,2
Other,57
Other,3
Other,0
Other,9
Other,12
Other,136
Other,21
Other,18
Other,3
Other,12
Other,2
Other,14
Multi-lang,27
Multi-lang,27
Multi-lang,46
Other,21
Other,2
Other,26
Other,15
Other,1
Other,1
Other,2
Other,1
Other,11
Other,1
Other,1
Other,6
Other,42
Other,1
Multi-lang,104
Multi-lang,26
Other,5
Other,1
Multi-lang,115
Other,1
Multi-lang,29
Other,126
Other,0
Multi-lang,122
Other,2
Other,4
Other,18
Other,9
Other,295
Other,145
Other,1
Other,63
Other,16
Other,23
Other,198
Other,75
Multi-lang,16
Other,442
Other,29
Other,149
Other,9
Other,55
Other,248
Other,234
Other,1
Other,63
Other,16
Other,23
Other,282
Other,20
Other,81
Other,1
Other,16
Other,1
Other,3
Other,54
Other,3
Other,4
Other,4
Other,3
Other,5
Other,2
Other,3
Other,1
Other,8
Other,0
Other,4
Other,3
Other,1
Other,1
Other,3
Other,3
Other,3
Other,57
Other,4
Other,37
Other,7
Other,11
Other,3
Other,2
Other,4
Other,20
Other,20
Other,87
Other,17
Other,74
Other,147
Other,20
Other,4
Other,46
Other,19
Other,74
Multi-lang,12
Other,1
Other,2
Other,3
Other,1
Other,2
Other,3
Other,21
Other,0
Other,130
Other,2
Other,1
Other,4
Other,2
Other,15
Other,10
Other,1
Other,3
Other,2
Other,19
Other,8
Multi-lang,1651
Other,0
Other,1
Other,3
Other,143
Multi-lang,221
Multi-lang,144
Multi-lang,317
Other,77
Other,182
Multi-lang,526
Other,1
Multi-lang,380
Other,177
Other,10
Other,1
Other,2
Multi-lang,21
Other,5
Multi-lang,114
Other,79
Other,28
Other,72
Multi-lang,11
Multi-lang,252
Multi-lang,570
Other,2
Other,2
Other,3
Other,17
Multi-lang,84
Other,43
Multi-lang,62
Other,209
Other,21
Other,26
Other,171
Other,47
Multi-lang,24
Other,13
Multi-lang,69
Other,134
Other,24
Other,383
Other,38
Other,75
Multi-lang,87
Other,26
Other,1
Other,1
Other,11
Other,4
Multi-lang,3658
Other,20
Other,15
Other,33
Other,3
Other,4
Other,22
Other,102
Other,95
Other,25
Other,18
Other,14
Other,14
Other,2
Other,2
Other,43
Other,1
Other,2
Other,1
Other,9
Other,31
Other,0
Other,12
Other,19
Other,92
Other,14
Other,3
Other,13
Multi-lang,87
Other,15
Other,2
Other,28
Other,0
Multi-lang,118
Other,35
Other,32
Multi-lang,14
Multi-lang,50
Multi-lang,127
Multi-lang,50
Other,71
Multi-lang,76
Multi-lang,142
Multi-lang,637
Other,0
Other,0
Multi-lang,3650
Other,1
Other,179
Multi-lang,741
Other,1
Multi-lang,15
Other,172
Other,2
Multi-lang,3
Multi-lang,128
Multi-lang,291
Other,1
Other,4
Other,4
Other,0
Multi-lang,11
Multi-lang,8
Multi-lang,1861
Other,40
Multi-lang,57
Other,16
Multi-lang,39
Multi-lang,67
Other,1726
Multi-lang,15
Other,2
Other,270
Other,1472
Multi-lang,402
Multi-lang,34
Other,2
Other,1
Other,7
Other,86
Other,62
Other,14
Multi-lang,41
Other,22
Other,45
Multi-lang,3167
Other,162
Other,291
Multi-lang,595
Multi-lang,10
Multi-lang,28
Other,1
Other,3
Other,15
Multi-lang,75
Multi-lang,61
Other,0
Other,13
Other,3
Other,3
Other,3
Other,2
Multi-lang,28
Multi-lang,64
Multi-lang,644
Multi-lang,117
Multi-lang,8
Multi-lang,227
Other,4
Multi-lang,116
Multi-lang,16
Multi-lang,45
Multi-lang,138
Multi-lang,300
Multi-lang,99
Multi-lang,195
Multi-lang,195
Other,8
Other,2
Multi-lang,262
Multi-lang,146
Multi-lang,219
Multi-lang,251
Other,5
Multi-lang,287
Multi-lang,0
Multi-lang,205
Multi-lang,176
Multi-lang,190
Other,173
Multi-lang,34
Multi-lang,140
Other,28
Other,2
Other,2
Multi-lang,89
Other,105
Other,44
Multi-lang,158
Other,1
Other,7
Multi-lang,9
Other,186
Other,26
Other,16
Multi-lang,200
Other,3
Multi-lang,8
Other,155
Other,74
Multi-lang,255
Other,14
Other,0
Other,241
Other,18
Other,94
Other,1
Other,1
Multi-lang,14
Other,67
Other,0
Other,12
Multi-lang,83
Other,0
Other,2
Other,2
Other,1
Other,17
Other,1
Other,3
Other,41
Other,15
Other,5
Multi-lang,14
Multi-lang,110
Multi-lang,451
Other,23
Other,0
Multi-lang,191
Other,2
Multi-lang,185
Other,21
Multi-lang,354
Other,167
Multi-lang,280
Multi-lang,1482
Multi-lang,84948
Other,2
Multi-lang,60
Other,13
Other,22
Multi-lang,16
Other,2
Multi-lang,25
Other,0
Other,33
Multi-lang,46
Multi-lang,69
Multi-lang,8
Multi-lang,126
Other,2
Multi-lang,134
Other,55
Other,88
Other,133
Other,29
Multi-lang,48
Other,34
Other,39
Multi-lang,278
Other,6
Multi-lang,34
Multi-lang,198
Other,2
Other,1
Multi-lang,196
Multi-lang,181
Multi-lang,358
Multi-lang,719
Other,62
Multi-lang,29
Multi-lang,111
Multi-lang,88
Multi-lang,140
Multi-lang,108
Multi-lang,121
Multi-lang,204
Multi-lang,146
Multi-lang,130
Other,18
Other,1
Other,75
Other,27
Other,129
Multi-lang,43
Multi-lang,938
Other,2
Other,47
Other,80
Multi-lang,57
Multi-lang,169
Multi-lang,25
Other,17
Other,17
Other,40
Other,2
Multi-lang,369
Multi-lang,31
Multi-lang,26
Other,2
Multi-lang,41
Other,94
Multi-lang,88
Multi-lang,66
Other,2
Multi-lang,148
Multi-lang,74
Multi-lang,2
Other,2
Other,4
Multi-lang,83
Multi-lang,175
Other,2
Other,88
Multi-lang,96
Multi-lang,150
Other,2
Multi-lang,20
Other,2
Multi-lang,167
Multi-lang,108
Multi-lang,210
Multi-lang,51
Other,2
Multi-lang,295
Multi-lang,289
Other,24
Multi-lang,45
Other,47
Multi-lang,220
Multi-lang,287
Multi-lang,23
Other,10
Other,23
Other,47
Other,16
Multi-lang,96
Multi-lang,220
Other,16
Multi-lang,106
Other,1
Other,84
Multi-lang,118
Multi-lang,99
Multi-lang,10
Multi-lang,17
Multi-lang,638
Multi-lang,120
Other,41
Multi-lang,273
Multi-lang,264
Multi-lang,858
Other,2
Multi-lang,43
Multi-lang,55
Other,2
Other,34
Multi-lang,1169
Multi-lang,450
Other,2
Multi-lang,45
Other,5
Other,30
Multi-lang,45
Other,2
Other,15
Multi-lang,70
Multi-lang,210
Other,2
Other,48
Other,2
Multi-lang,144
Multi-lang,244
Other,2
Multi-lang,554
Multi-lang,353
Other,2
Multi-lang,784
Other,2
Other,5
Other,0
Other,2
Other,18
Multi-lang,8
Other,1
Multi-lang,342
Multi-lang,87
Multi-lang,216
Multi-lang,660
Multi-lang,161
Other,9
Multi-lang,696
Other,26
Multi-lang,64
Multi-lang,177
Multi-lang,261
Other,3
Multi-lang,417
Multi-lang,289
Multi-lang,77
Multi-lang,48
Multi-lang,46
Other,48
Multi-lang,506
Multi-lang,485
Multi-lang,710
Multi-lang,217
Multi-lang,479
Multi-lang,71
Multi-lang,229
Other,109
Multi-lang,658
Multi-lang,1374
Multi-lang,646
Multi-lang,1410
Other,6
Multi-lang,533
Multi-lang,16
Multi-lang,1281
Multi-lang,131
Multi-lang,171
Multi-lang,301
Multi-lang,665
Multi-lang,169
Multi-lang,221
Multi-lang,132
Other,3
Other,2
Other,2
Other,1
Other,2
Other,2
Other,2
Other,1
Other,10
Other,2
Other,3
Other,4
Multi-lang,334
Other,2
Multi-lang,8
Other,2
Other,1
Other,5
Other,22
Other,171
Multi-lang,50
Other,13
Other,0
Other,0
Other,0
Other,28
Other,18
Other,29
Multi-lang,33
Multi-lang,61
Other,133
Multi-lang,438
Multi-lang,158
Multi-lang,64
Multi-lang,49
Other,203
Other,1
Other,1
Other,1
Other,1
Other,14
Other,1
Other,0
Other,6
Other,1
Other,0
Multi-lang,67
Other,6
Other,21
Other,1
Multi-lang,194
Other,1
Other,2
Multi-lang,5
Other,2
Other,1
Other,0
Other,8
Other,4
Multi-lang,405
Other,0
Other,0
Other,0
Multi-lang,221
Other,2
Other,8
Other,0
Multi-lang,91
Other,151
Other,44
Multi-lang,824
Other,1
Other,2
Multi-lang,13
Other,1
Other,4
Other,1
Other,1
Other,1
Multi-lang,460
Multi-lang,2
Other,6
Other,1
Other,1
Other,0
Other,4
Other,7
Other,11
Multi-lang,15
Other,2
Other,1
Other,6
Other,145
Other,196
Multi-lang,12
Other,1
Other,8
Other,2
Multi-lang,60
Multi-lang,361
Other,9
Multi-lang,173
Other,1
Other,2
Multi-lang,25
Other,1
Other,1
Other,119
Other,11
Other,74
Other,1
Other,7
Other,7
Other,2
Other,1
Other,1
Other,18
Other,1
Other,32
Other,12
Other,17
Other,2
Other,6
Other,1
Other,1
Other,4
Other,3
Other,20
Other,3
Other,1
Other,18
Other,12
Other,411
Other,56
Other,5
Other,272
Other,303
Other,9
Other,3
Other,202
Other,6
Other,0
Other,1
Other,6
Other,12
Other,37
Other,1
Other,1
Other,3
Other,38
Other,50
Other,11
Other,1
Other,9
Other,100
Other,64
Other,1
Other,48
Other,48
Other,4
Other,19
Other,28
Other,4
Other,1
Other,1
Other,1
Other,15
Other,1
Other,14
Other,61
Other,4
Other,9
Other,46
Multi-lang,120
Other,2
Other,6
Other,1
Other,1
Other,4
Other,5
Other,5
Other,53
Other,12
Other,1
Other,2
Other,0
Other,1
Other,13
Other,0
Other,2
Other,3
Other,4
Multi-lang,10
Multi-lang,127
Other,15
Other,3
Other,7
Other,9
Other,23
Other,17
Other,8
Other,1
Other,6
Other,1
Other,4
Other,8
Other,2
Other,24
Other,1
Other,3
Other,1
Other,3
Other,34
Other,60
Other,17
Other,25
Other,0
Other,2
Other,4
Other,1
Other,0
Other,1
Other,4
Other,6
Other,2
Other,0
Other,0
Other,41
Other,4
Other,4
Other,3
Other,1
Other,3
Other,5
Other,7
Other,1
Other,3
Other,2
Other,19
Other,12
Other,16
Other,30
Other,1
Other,1
Other,3
Other,1
Other,52
Other,1
Other,2
Multi-lang,4
Other,1
Other,0
Other,2
Other,1
Other,17
Other,201
Other,0
Other,1
Other,1
Other,81
Other,1
Other,2
Other,3
Other,15
Other,6
Other,153
Other,5
Other,6
Other,1
Other,8
Other,4
Other,1
Other,1
Other,2
Other,1
Other,2
Other,2
Other,45
Other,3
Other,3
Other,0
Other,0
Multi-lang,68
Other,5
Other,65
Other,6
Other,3
